note_text,icd_code
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion laceration and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.376A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion laceration and hemorrhage of cerebellum with loss of consciousness of unspecified duration initial encounter ,S06.379A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion laceration and hemorrhage of cerebellum without loss of consciousness initial encounter ,S06.370A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified without loss of consciousness initial encounter ,S06.330A
Contusion and laceration of cerebrum unspecified without loss of consciousness initial encounter ,S06.330A
Contusion and laceration of cerebrum unspecified with loss of consciousness of 30 minutes or less initial encounter ,S06.331A
Contusion and laceration of cerebrum unspecified with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.333A
Contusion and laceration of cerebrum unspecified with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.335A
Contusion and laceration of cerebrum unspecified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.336A
Contusion and laceration of cerebrum unspecified with loss of consciousness of unspecified duration initial encounter ,S06.339A
Contusion and laceration of cerebrum unspecified with loss of consciousness of unspecified duration initial encounter ,S06.339A
Contusion and laceration of cerebrum unspecified without loss of consciousness initial encounter ,S06.330A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified without loss of consciousness initial encounter ,S06.330A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified with loss of consciousness of 30 minutes or less initial encounter ,S06.331A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.333A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.335A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.336A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified with loss of consciousness of unspecified duration initial encounter ,S06.339A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Contusion and laceration of cerebrum unspecified without loss of consciousness initial encounter ,S06.330A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subarachnoid hemorrhage without loss of consciousness initial encounter ,S06.6X0A
Traumatic subarachnoid hemorrhage without loss of consciousness initial encounter ,S06.6X0A
Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less initial encounter ,S06.6X1A
Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.6X3A
Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.6X5A
Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.6X6A
Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.6X9A
Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.6X9A
Traumatic subarachnoid hemorrhage without loss of consciousness initial encounter ,S06.6X0A
Traumatic subarachnoid hemorrhage without loss of consciousness initial encounter ,S06.6X0A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less initial encounter ,S06.6X1A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.6X3A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.6X5A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.6X6A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.6X9A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subarachnoid hemorrhage without loss of consciousness initial encounter ,S06.6X0A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA'
Traumatic subdural hemorrhage without loss of consciousness initial encounter ,S06.5X0A
Traumatic subdural hemorrhage without loss of consciousness initial encounter ,S06.5X0A
Traumatic subdural hemorrhage with loss of consciousness of 31 minutes to 59 minutes initial encounter ,S06.5X2A
Traumatic subdural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.5X3A
Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.5X5A
Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.5X6A
Traumatic subdural hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.5X9A
Traumatic subdural hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.5X9A
Traumatic subdural hemorrhage without loss of consciousness initial encounter ,S06.5X0A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subdural hemorrhage without loss of consciousness initial encounter ,S06.5X0A
Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less initial encounter ,S06.5X1A
Traumatic subdural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.5X3A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.5X5A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.5X6A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subdural hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.5X9A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic subdural hemorrhage without loss of consciousness initial encounter ,S06.5X0A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage without loss of consciousness initial encounter ,S06.4X0A
Epidural hemorrhage without loss of consciousness initial encounter ,S06.4X0A
Epidural hemorrhage with loss of consciousness of 30 minutes or less initial encounter ,S06.4X1A
Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.4X3A
Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.4X5A
Epidural hemorrhage with loss of consciousness of any duration with death due to other causes prior to regaining consciousness initial encounter ,S06.4X8A
Epidural hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.4X9A
Epidural hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.4X9A
Epidural hemorrhage without loss of consciousness initial encounter ,S06.4X0A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage without loss of consciousness initial encounter ,S06.4X0A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage with loss of consciousness of 30 minutes or less initial encounter ,S06.4X1A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.4X3A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.4X5A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.4X6A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage with loss of consciousness of unspecified duration initial encounter ,S06.4X9A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Epidural hemorrhage without loss of consciousness initial encounter ,S06.4X0A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified without loss of consciousness initial encounter ,S06.360A
Traumatic hemorrhage of cerebrum unspecified without loss of consciousness initial encounter ,S06.360A
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of 30 minutes or less initial encounter ,S06.361A
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of 1 hours to 5 hours 59 minutes initial encounter ,S06.363A
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.365A
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness initial encounter ,S06.367A
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of unspecified duration initial encounter ,S06.369A
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of unspecified duration initial encounter ,S06.369A
Traumatic hemorrhage of cerebrum unspecified without loss of consciousness initial encounter ,S06.360A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified without loss of consciousness initial encounter ,S06.360A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of 30 minutes or less initial encounter ,S06.361A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of 1 hours to 5 hours 59 minutes initial encounter ,S06.363A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.365A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.366A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified with loss of consciousness of unspecified duration initial encounter ,S06.369A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic hemorrhage of cerebrum unspecified without loss of consciousness initial encounter ,S06.360A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury without loss of consciousness initial encounter ,S06.890A
Other specified intracranial injury without loss of consciousness initial encounter ,S06.890A
Unspecified intracranial injury with loss of consciousness of 30 minutes or less initial encounter ,S06.9X1A
Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.9X3A
Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.9X5A
Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.9X6A
Unspecified intracranial injury with loss of consciousness of unspecified duration initial encounter ,S06.9X9A
Other specified intracranial injury without loss of consciousness initial encounter ,S06.890A
Concussion without loss of consciousness initial encounter ,S06.0X0A
Other specified intracranial injury without loss of consciousness initial encounter ,S06.890A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury without loss of consciousness initial encounter ,S06.890A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury with loss of consciousness of 30 minutes or less initial encounter ,S06.891A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes initial encounter ,S06.893A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level initial encounter ,S06.895A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving initial encounter ,S06.896A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury with loss of consciousness of unspecified duration initial encounter ,S06.899A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Other specified intracranial injury without loss of consciousness initial encounter ,S06.890A
Unspecified open wound of unspecified part of head initial encounter ,S01.90xA
Traumatic pneumothorax initial encounter ,S27.0xxA
Traumatic pneumothorax initial encounter ,S27.0xxA
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Traumatic hemothorax initial encounter ,S27.1xxA
Traumatic hemothorax initial encounter ,S27.1xxA
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Traumatic hemopneumothorax initial encounter ,S27.2xxA
Traumatic hemopneumothorax initial encounter ,S27.2xxA
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Unspecified injury of heart without hemopericardium initial encounter ,S26.10xA
Contusion of heart unspecified with or without hemopericardium initial encounter ,S26.91xA
Laceration of heart unspecified with or without hemopericardium initial encounter ,S26.92xA
Laceration of heart unspecified with or without hemopericardium initial encounter ,S26.92xA
Unspecified injury of heart unspecified with or without hemopericardium initial encounter ,S26.90xA
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Contusion of heart unspecified with or without hemopericardium initial encounter ,S26.91xA
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Mild laceration of heart with hemopericardium initial encounter ,S26.020A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Moderate laceration of heart with hemopericardium initial encounter ,S26.021A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Unspecified injury of lung unspecified initial encounter ,S27.309A
Contusion of lung unspecified initial encounter ,S27.329A
Laceration of lung unspecified initial encounter ,S27.339A
Unspecified injury of lung unspecified initial encounter ,S27.309A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Contusion of lung unspecified initial encounter ,S27.329A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Laceration of lung unspecified initial encounter ,S27.339A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Unspecified injury of diaphragm initial encounter ,S27.809A
Unspecified injury of diaphragm initial encounter ,S27.809A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Unspecified injury of bronchus unspecified initial encounter ,S27.409A
Unspecified injury of esophagus (thoracic part) initial encounter ,S27.819A
Unspecified injury of other specified intrathoracic organs initial encounter ,S27.899A
Unspecified injury of bronchus unspecified initial encounter ,S27.409A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Laceration of esophagus (thoracic part) initial encounter ,S27.813A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Laceration of other specified intrathoracic organs initial encounter ,S27.893A
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Injury of unspecified intrathoracic organ initial encounter ,S27.9xxA
Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity initial encounter ,S21.309A
Unspecified injury of stomach initial encounter ,S36.30xA
Unspecified injury of stomach initial encounter ,S36.30xA
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of unspecified part of small intestine initial encounter ,S36.409A
Unspecified injury of duodenum initial encounter ,S36.400A
Unspecified injury of other part of small intestine initial encounter ,S36.408A
Unspecified injury of unspecified part of small intestine initial encounter ,S36.409A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of duodenum initial encounter ,S36.400A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of other part of small intestine initial encounter ,S36.408A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of unspecified part of colon initial encounter ,S36.509A
Unspecified injury of ascending [right] colon initial encounter ,S36.500A
Unspecified injury of transverse colon initial encounter ,S36.501A
Unspecified injury of descending [left] colon initial encounter ,S36.502A
Unspecified injury of sigmoid colon initial encounter ,S36.503A
Unspecified injury of rectum initial encounter ,S36.60xA
Unspecified injury of other part of colon initial encounter ,S36.508A
Unspecified injury of other part of colon initial encounter ,S36.508A
Unspecified injury of unspecified part of colon initial encounter ,S36.509A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of ascending [right] colon initial encounter ,S36.500A
Unspecified injury of transverse colon initial encounter ,S36.501A
Unspecified injury of descending [left] colon initial encounter ,S36.502A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of sigmoid colon initial encounter ,S36.503A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of rectum initial encounter ,S36.60xA
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of other part of colon initial encounter ,S36.508A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of other part of colon initial encounter ,S36.508A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of unspecified intra-abdominal organ initial encounter ,S36.90xA
Unspecified injury of head of pancreas initial encounter ,S36.200A
Unspecified injury of body of pancreas initial encounter ,S36.201A
Unspecified injury of tail of pancreas initial encounter ,S36.202A
Unspecified injury of unspecified part of pancreas initial encounter ,S36.209A
Unspecified injury of other intra-abdominal organs initial encounter ,S36.899A
Unspecified injury of other intra-abdominal organs initial encounter ,S36.899A
Unspecified injury of unspecified intra-abdominal organ initial encounter ,S36.90xA
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of head of pancreas initial encounter ,S36.200A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of body of pancreas initial encounter ,S36.201A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of tail of pancreas initial encounter ,S36.202A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of unspecified part of pancreas initial encounter ,S36.209A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of other intra-abdominal organs initial encounter ,S36.899A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of other intra-abdominal organs initial encounter ,S36.899A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of liver initial encounter ,S36.119A
Contusion of liver initial encounter ,S36.112A
Minor laceration of liver initial encounter ,S36.114A
Moderate laceration of liver initial encounter ,S36.115A
Major laceration of liver initial encounter ,S36.116A
Laceration of liver unspecified degree initial encounter ,S36.113A
Other injury of liver initial encounter ,S36.118A
Unspecified injury of liver initial encounter ,S36.119A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Contusion of liver initial encounter ,S36.112A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Minor laceration of liver initial encounter ,S36.114A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Moderate laceration of liver initial encounter ,S36.115A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Major laceration of liver initial encounter ,S36.116A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Laceration of liver unspecified degree initial encounter ,S36.113A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Other injury of liver initial encounter ,S36.118A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of spleen initial encounter ,S36.00xA
Unspecified contusion of spleen initial encounter ,S36.029A
Superficial (capsular) laceration of spleen initial encounter ,S36.030A
Moderate laceration of spleen initial encounter ,S36.031A
Major laceration of spleen initial encounter ,S36.032A
Other injury of spleen initial encounter ,S36.09xA
Unspecified injury of spleen initial encounter ,S36.00xA
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Minor contusion of spleen initial encounter ,S36.020A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Superficial (capsular) laceration of spleen initial encounter ,S36.030A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Moderate laceration of spleen initial encounter ,S36.031A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Major laceration of spleen initial encounter ,S36.032A
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Other injury of spleen initial encounter ,S36.09xA
Unspecified open wound of abdominal wall unspecified quadrant with penetration into peritoneal cavity initial encounter ,S31.609A
Unspecified injury of unspecified kidney initial encounter ,S37.009A
Minor contusion of unspecified kidney initial encounter ,S37.019A
Laceration of unspecified kidney unspecified degree initial encounter ,S37.039A
Major laceration of unspecified kidney initial encounter ,S37.069A
Unspecified injury of unspecified kidney initial encounter ,S37.009A
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Minor contusion of unspecified kidney initial encounter ,S37.019A
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Laceration of unspecified kidney unspecified degree initial encounter ,S37.039A
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Major laceration of unspecified kidney initial encounter ,S37.069A
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Unspecified injury of bladder initial encounter ,S37.20xA
Unspecified injury of bladder initial encounter ,S37.20xA
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Unspecified injury of ureter initial encounter ,S37.10xA
Unspecified injury of ureter initial encounter ,S37.10xA
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Unspecified injury of uterus initial encounter ,S37.60xA
Unspecified injury of uterus initial encounter ,S37.60xA
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Unspecified injury of ovary unspecified initial encounter ,S37.409A
Unspecified injury of ovary unspecified initial encounter ,S37.409A
Unspecified injury of unspecified urinary and pelvic organ initial encounter ,S37.90xA
Unspecified injury of unspecified urinary and pelvic organ initial encounter ,S37.90xA
Unspecified injury of unspecified intra-abdominal organ initial encounter ,S36.90xA
Unspecified injury of adrenal gland initial encounter ,S37.819A
Injury of bile duct initial encounter ,S36.13xA
Injury of peritoneum initial encounter ,S36.81xA
Unspecified injury of other intra-abdominal organs initial encounter ,S36.899A
Unspecified injury of other intra-abdominal organs initial encounter ,S36.899A
Unspecified injury of unspecified intra-abdominal organ initial encounter ,S36.90xA
Unspecified injury of adrenal gland initial encounter ,S37.819A
Unspecified injury of gallbladder initial encounter ,S36.129A
Injury of peritoneum initial encounter ,S36.81xA
Unspecified open wound of lower back and pelvis with penetration into retroperitoneum initial encounter ,S31.001A
Unspecified injury of other intra-abdominal organs initial encounter ,S36.899A
Unspecified injury of unspecified urinary and pelvic organ initial encounter ,S37.90xA
Unspecified injury of unspecified intra-abdominal organ initial encounter ,S36.90xA
Laceration with foreign body of unspecified eyelid and periocular area initial encounter ,S01.129A
Laceration with foreign body of unspecified eyelid and periocular area initial encounter ,S01.129A
Laceration without foreign body of unspecified eyelid and periocular area initial encounter ,S01.119A
Penetrating wound of orbit with or without foreign body unspecified eye initial encounter ,S05.40xA
Penetrating wound of orbit with or without foreign body unspecified eye initial encounter ,S05.40xA
Unspecified open wound of unspecified eyelid and periocular area initial encounter ,S01.109A
Unspecified open wound of unspecified eyelid and periocular area initial encounter ,S01.109A
Ocular laceration without prolapse or loss of intraocular tissue unspecified eye initial encounter ,S05.30xA
Ocular laceration and rupture with prolapse or loss of intraocular tissue unspecified eye initial encounter ,S05.20xA
Ocular laceration and rupture with prolapse or loss of intraocular tissue unspecified eye initial encounter ,S05.20xA
Avulsion of unspecified eye initial encounter ,S05.70xA
Ocular laceration without prolapse or loss of intraocular tissue unspecified eye initial encounter ,S05.30xA
Penetrating wound with foreign body of unspecified eyeball initial encounter ,S05.50xA
Penetrating wound with foreign body of unspecified eyeball initial encounter ,S05.50xA
Penetrating wound without foreign body of unspecified eyeball initial encounter ,S05.60xA
Unspecified injury of unspecified eye and orbit initial encounter ,S05.90xA
Unspecified open wound of unspecified ear initial encounter ,S01.309A
Unspecified open wound of unspecified ear initial encounter ,S01.309A
Unspecified open wound of unspecified ear initial encounter ,S01.309A
Laceration with foreign body of unspecified ear initial encounter ,S01.329A
Laceration with foreign body of unspecified ear initial encounter ,S01.329A
Laceration with foreign body of unspecified ear initial encounter ,S01.329A
Traumatic rupture of unspecified ear drum initial encounter ,S09.20xA
Unspecified injury of unspecified middle and inner ear initial encounter ,S09.309A
Unspecified injury of unspecified middle and inner ear initial encounter ,S09.309A
Unspecified injury of unspecified middle and inner ear initial encounter ,S09.309A
Other specified injury of unspecified middle and inner ear initial encounter ,S09.399A
Traumatic rupture of unspecified ear drum initial encounter ,S09.20xA
Unspecified injury of unspecified middle and inner ear initial encounter ,S09.309A
Unspecified injury of unspecified middle and inner ear initial encounter ,S09.309A
Unspecified injury of unspecified middle and inner ear initial encounter ,S09.309A
Other specified injuries of head initial encounter ,S09.8xxA
Unspecified injury of ear initial encounter ,S09.91xA
Unspecified injury of ear initial encounter ,S09.91xA
Unspecified open wound of scalp initial encounter ,S01.00xA
Laceration with foreign body of scalp initial encounter ,S01.02xA
Puncture wound without foreign body of nose initial encounter ,S01.23xA
Puncture wound without foreign body of nose initial encounter ,S01.23xA
Puncture wound without foreign body of nose initial encounter ,S01.23xA
Puncture wound without foreign body of nose initial encounter ,S01.23xA
Complete traumatic amputation of nose initial encounter ,S08.811A
Puncture wound with foreign body of nose initial encounter ,S01.24xA
Puncture wound with foreign body of nose initial encounter ,S01.24xA
Puncture wound with foreign body of nose initial encounter ,S01.24xA
Puncture wound with foreign body of nose initial encounter ,S01.24xA
Complete traumatic amputation of nose initial encounter ,S08.811A
Unspecified injury of face initial encounter ,S09.93xA
Unspecified open wound of unspecified cheek and temporomandibular area initial encounter ,S01.409A
Unspecified open wound of other part of head initial encounter ,S01.80xA
Unspecified open wound of lip initial encounter ,S01.501A
Unspecified open wound of unspecified cheek and temporomandibular area initial encounter ,S01.409A
Unspecified open wound of other part of head initial encounter ,S01.80xA
Unspecified injury of face initial encounter ,S09.93xA
Laceration with foreign body of unspecified cheek and temporomandibular area initial encounter ,S01.429A
Laceration with foreign body of other part of head initial encounter ,S01.82xA
Laceration with foreign body of lip initial encounter ,S01.521A
Laceration with foreign body of left cheek and temporomandibular area initial encounter ,S01.422A
Laceration with foreign body of other part of head initial encounter ,S01.82xA
Unspecified open wound of oral cavity initial encounter ,S01.502A
Laceration without foreign body of oral cavity initial encounter ,S01.512A
Laceration without foreign body of oral cavity initial encounter ,S01.512A
